,Domain,IP,ASName
1089,google.com32,142.250.80.78,GOOGLE
1090,google.com30,142.250.80.78,GOOGLE
1091,google.com21,142.250.80.78,GOOGLE
1092,fonts.googleapis.com1,142.250.176.202,GOOGLE
1093,google.com27,142.250.80.78,GOOGLE
1094,google.com2,142.250.80.78,GOOGLE
1095,play.google.com1,142.250.65.206,GOOGLE
1096,play.google.com3,142.250.65.206,GOOGLE
1097,play.google.com2,142.250.65.206,GOOGLE
1098,fonts.gstatic.com5,142.250.80.67,GOOGLE
1099,google.com15,142.250.80.78,GOOGLE
1100,google.com22,142.250.80.78,GOOGLE
1101,google.com6,142.250.80.78,GOOGLE
1102,fonts.gstatic.com3,142.250.80.67,GOOGLE
1103,google.com11,142.250.80.78,GOOGLE
1104,gstatic.com2,142.251.32.99,GOOGLE
1105,google.com31,142.250.80.78,GOOGLE
1106,play.google.com6,142.250.65.206,GOOGLE
1107,google.com12,142.250.80.78,GOOGLE
1108,google.com28,142.250.80.78,GOOGLE
1109,google.com17,142.250.80.78,GOOGLE
1110,adservice.google.com,142.251.40.226,GOOGLE
1111,waa-pa.clients6.google.com1,142.251.40.170,GOOGLE
1112,play.google.com5,142.250.65.206,GOOGLE
1113,portal.colgate.edu27,149.43.134.29,COLGATE-UNIVERSITY
1114,portal.colgate.edu18,149.43.134.29,COLGATE-UNIVERSITY
1115,portal.colgate.edu11,149.43.134.29,COLGATE-UNIVERSITY
1116,portal.colgate.edu2,149.43.134.29,COLGATE-UNIVERSITY
1117,portal.colgate.edu10,149.43.134.29,COLGATE-UNIVERSITY
1118,portal.colgate.edu13,149.43.134.29,COLGATE-UNIVERSITY
1119,portal.colgate.edu29,149.43.134.29,COLGATE-UNIVERSITY
1120,portal.colgate.edu21,149.43.134.29,COLGATE-UNIVERSITY
1121,portal.colgate.edu8,149.43.134.29,COLGATE-UNIVERSITY
1122,portal.colgate.edu24,149.43.134.29,COLGATE-UNIVERSITY
1123,portal.colgate.edu14,149.43.134.29,COLGATE-UNIVERSITY
1124,portal.colgate.edu5,149.43.134.29,COLGATE-UNIVERSITY
1125,portal.colgate.edu30,149.43.134.29,COLGATE-UNIVERSITY
1126,portal.colgate.edu4,149.43.134.29,COLGATE-UNIVERSITY
1127,portal.colgate.edu,149.43.134.29,COLGATE-UNIVERSITY
1128,portal.colgate.edu1,149.43.134.29,COLGATE-UNIVERSITY
1129,portal.colgate.edu7,149.43.134.29,COLGATE-UNIVERSITY
1130,portal.colgate.edu25,149.43.134.29,COLGATE-UNIVERSITY
1131,portal.colgate.edu28,149.43.134.29,COLGATE-UNIVERSITY
1132,portal.colgate.edu20,149.43.134.29,COLGATE-UNIVERSITY
1133,portal.colgate.edu6,149.43.134.29,COLGATE-UNIVERSITY
1134,portal.colgate.edu22,149.43.134.29,COLGATE-UNIVERSITY
1135,portal.colgate.edu9,149.43.134.29,COLGATE-UNIVERSITY
1136,portal.colgate.edu26,149.43.134.29,COLGATE-UNIVERSITY
1137,portal.colgate.edu3,149.43.134.29,COLGATE-UNIVERSITY
1138,portal.colgate.edu12,149.43.134.29,COLGATE-UNIVERSITY
1139,portal.colgate.edu17,149.43.134.29,COLGATE-UNIVERSITY
1140,portal.colgate.edu31,149.43.134.29,COLGATE-UNIVERSITY
1141,portal.colgate.edu23,149.43.134.29,COLGATE-UNIVERSITY
1142,portal.colgate.edu15,149.43.134.29,COLGATE-UNIVERSITY
1143,portal.colgate.edu16,149.43.134.29,COLGATE-UNIVERSITY
1144,portal.colgate.edu19,149.43.134.29,COLGATE-UNIVERSITY
1145,assets.bonad.io,23.60.1.142,AKAMAI-AS
1146,static.cdn-expressen.se5,23.60.1.142,AKAMAI-AS
1147,di.se13,34.117.105.189,GOOGLE-CLOUD-PLATFORM
1148,cached-images.bonnier.news6,23.60.1.142,AKAMAI-AS
1149,cached-images.bonnier.news25,23.60.1.142,AKAMAI-AS
1150,di.se7,34.117.105.189,GOOGLE-CLOUD-PLATFORM
1151,di.se8,34.117.105.189,GOOGLE-CLOUD-PLATFORM
1152,cached-images.bonnier.news14,23.60.1.142,AKAMAI-AS
1153,cached-images.bonnier.news11,23.60.1.142,AKAMAI-AS
1154,di.se1,34.117.105.189,GOOGLE-CLOUD-PLATFORM
1155,cached-images.bonnier.news1,23.60.1.142,AKAMAI-AS
1156,di.se6,34.117.105.189,GOOGLE-CLOUD-PLATFORM
1157,cached-images.bonnier.news21,23.60.1.142,AKAMAI-AS
1158,cached-images.bonnier.news17,23.60.1.142,AKAMAI-AS
1159,cached-images.bonnier.news13,23.60.1.142,AKAMAI-AS
1160,di.se12,34.117.105.189,GOOGLE-CLOUD-PLATFORM
1161,cached-images.bonnier.news18,23.60.1.142,AKAMAI-AS
1162,cached-images.bonnier.news22,23.60.1.142,AKAMAI-AS
1163,images.ctfassets.net1,108.138.106.75,AMAZON-02
1164,static.cdn-expressen.se1,23.60.1.142,AKAMAI-AS
1165,cached-images.bonnier.news23,23.60.1.142,AKAMAI-AS
1166,static.cdn-expressen.se2,23.60.1.142,AKAMAI-AS
1167,sdk.privacy-center.org,18.164.96.4,AMAZON-02
1168,cached-images.bonnier.news2,23.60.1.142,AKAMAI-AS
1169,cached-images.bonnier.news10,23.60.1.142,AKAMAI-AS
1170,cached-images.bonnier.news26,23.60.1.142,AKAMAI-AS
1171,cached-images.bonnier.news24,23.60.1.142,AKAMAI-AS
1172,static.cdn-expressen.se4,23.60.1.142,AKAMAI-AS
1173,di.se11,34.117.105.189,GOOGLE-CLOUD-PLATFORM
1174,cached-images.bonnier.news9,23.60.1.142,AKAMAI-AS
1175,cached-images.bonnier.news5,23.60.1.142,AKAMAI-AS
1176,di.se,34.117.105.189,GOOGLE-CLOUD-PLATFORM
1177,images.ctfassets.net3,108.138.106.44,AMAZON-02
1178,di.se2,34.117.105.189,GOOGLE-CLOUD-PLATFORM
1179,di.se10,34.117.105.189,GOOGLE-CLOUD-PLATFORM
1180,cached-images.bonnier.news12,23.60.1.142,AKAMAI-AS
1181,static.cdn-expressen.se,23.60.1.142,AKAMAI-AS
1182,tracking.di.se,34.117.133.19,GOOGLE-CLOUD-PLATFORM
1183,cached-images.bonnier.news19,23.60.1.142,AKAMAI-AS
1184,cached-images.bonnier.news20,23.60.1.142,AKAMAI-AS
1185,cached-images.bonnier.news3,23.60.1.142,AKAMAI-AS
1186,di.se9,34.117.105.189,GOOGLE-CLOUD-PLATFORM
1187,images.ctfassets.net2,108.138.106.39,AMAZON-02
1188,cached-images.bonnier.news4,23.60.1.142,AKAMAI-AS
1189,cached-images.bonnier.news7,23.60.1.142,AKAMAI-AS
1190,static.cdn-expressen.se3,23.60.1.142,AKAMAI-AS
1191,di.se4,34.117.105.189,GOOGLE-CLOUD-PLATFORM
1192,di.se3,34.117.105.189,GOOGLE-CLOUD-PLATFORM
1193,cached-images.bonnier.news16,23.60.1.142,AKAMAI-AS
1194,images.ctfassets.net4,108.138.106.48,AMAZON-02
1195,cached-images.bonnier.news27,23.60.1.142,AKAMAI-AS
1196,images.ctfassets.net,108.138.106.48,AMAZON-02
1197,cached-images.bonnier.news8,23.60.1.142,AKAMAI-AS
1198,di.se5,34.117.105.189,GOOGLE-CLOUD-PLATFORM
1199,static.cdn-expressen.se6,23.60.1.142,AKAMAI-AS
1200,cached-images.bonnier.news15,23.60.1.142,AKAMAI-AS
1201,cached-images.bonnier.news,23.60.1.142,AKAMAI-AS
1202,static.cdninstagram.com24,31.13.71.52,FACEBOOK
1203,static.cdninstagram.com8,31.13.71.52,FACEBOOK
1204,static.cdninstagram.com2,31.13.71.52,FACEBOOK
1205,static.cdninstagram.com10,31.13.71.52,FACEBOOK
1206,instagram.com2,31.13.71.174,FACEBOOK
1207,static.cdninstagram.com5,31.13.71.52,FACEBOOK
1208,static.cdninstagram.com,31.13.71.52,FACEBOOK
1209,instagram.com12,31.13.71.174,FACEBOOK
1210,instagram.com13,31.13.71.174,FACEBOOK
1211,static.cdninstagram.com9,31.13.71.52,FACEBOOK
1212,static.cdninstagram.com15,31.13.71.52,FACEBOOK
1213,instagram.com7,31.13.71.174,FACEBOOK
1214,instagram.com6,31.13.71.174,FACEBOOK
1215,instagram.com5,31.13.71.174,FACEBOOK
1216,static.cdninstagram.com12,31.13.71.52,FACEBOOK
1217,instagram.com4,31.13.71.174,FACEBOOK
1218,static.cdninstagram.com4,31.13.71.52,FACEBOOK
1219,instagram.com15,31.13.71.174,FACEBOOK
1220,static.cdninstagram.com18,31.13.71.52,FACEBOOK
1221,static.cdninstagram.com6,31.13.71.52,FACEBOOK
1222,instagram.com14,31.13.71.174,FACEBOOK
1223,static.cdninstagram.com11,31.13.71.52,FACEBOOK
1224,facebook.com,31.13.71.36,FACEBOOK
1225,static.cdninstagram.com22,31.13.71.52,FACEBOOK
1226,static.cdninstagram.com21,31.13.71.52,FACEBOOK
1227,static.cdninstagram.com3,31.13.71.52,FACEBOOK
1228,static.cdninstagram.com23,31.13.71.52,FACEBOOK
1229,instagram.com9,31.13.71.174,FACEBOOK
1230,static.cdninstagram.com20,31.13.71.52,FACEBOOK
1231,static.cdninstagram.com14,31.13.71.52,FACEBOOK
1232,static.cdninstagram.com7,31.13.71.52,FACEBOOK
1233,static.cdninstagram.com17,31.13.71.52,FACEBOOK
1234,static.cdninstagram.com16,31.13.71.52,FACEBOOK
1235,static.cdninstagram.com1,31.13.71.52,FACEBOOK
1236,instagram.com8,31.13.71.174,FACEBOOK
1237,static.cdninstagram.com13,31.13.71.52,FACEBOOK
1238,instagram.com11,31.13.71.174,FACEBOOK
1239,instagram.com10,31.13.71.174,FACEBOOK
1240,instagram.com1,31.13.71.174,FACEBOOK
1241,static.cdninstagram.com19,31.13.71.52,FACEBOOK
1242,instagram.com,31.13.71.174,FACEBOOK
1243,instagram.com3,31.13.71.174,FACEBOOK
1244,mail.google.com11,142.250.80.101,GOOGLE
1245,ssl.gstatic.com45,142.250.81.227,GOOGLE
1246,mail.google.com72,142.250.80.101,GOOGLE
1247,gstatic.com19,142.251.32.99,GOOGLE
1248,lh3.google.com,172.217.165.142,GOOGLE
1249,mail.google.com9,142.250.80.101,GOOGLE
1250,waa-pa.clients6.google.com,142.251.32.106,GOOGLE
1251,mail.google.com18,142.250.80.101,GOOGLE
1252,play.google.com,142.250.65.206,GOOGLE
1253,mail.google.com28,142.250.80.101,GOOGLE
1254,mail.google.com41,142.250.80.101,GOOGLE
1255,mail.google.com15,142.250.80.101,GOOGLE
1256,mail.google.com3,142.250.80.101,GOOGLE
1257,ssl.gstatic.com7,142.250.81.227,GOOGLE
1258,mail.google.com19,142.250.80.101,GOOGLE
1259,ssl.gstatic.com30,142.250.81.227,GOOGLE
1260,ssl.gstatic.com12,142.250.81.227,GOOGLE
1261,apis.google.com2,142.250.64.78,GOOGLE
1262,mail.google.com49,142.250.80.101,GOOGLE
1263,mail.google.com21,142.250.80.101,GOOGLE
1264,fonts.gstatic.com2,142.250.80.67,GOOGLE
1265,mail.google.com24,142.250.80.101,GOOGLE
1266,mail.google.com36,142.250.80.101,GOOGLE
1267,mail.google.com53,142.250.80.101,GOOGLE
1268,mail.google.com7,142.250.80.101,GOOGLE
1269,ssl.gstatic.com17,142.250.81.227,GOOGLE
1270,fonts.gstatic.com4,142.250.80.67,GOOGLE
1271,mail.google.com56,142.250.80.101,GOOGLE
1272,mail.google.com,142.250.80.101,GOOGLE
1273,mail.google.com20,142.250.80.101,GOOGLE
1274,mail.google.com64,142.250.80.101,GOOGLE
1275,signaler-pa.clients6.google.com1,142.250.81.234,GOOGLE
1276,mail.google.com74,142.250.80.101,GOOGLE
1277,fonts.gstatic.com,142.250.80.67,GOOGLE
1278,mail.google.com52,142.250.80.101,GOOGLE
1279,gstatic.com21,142.251.32.99,GOOGLE
1280,gstatic.com,142.251.32.99,GOOGLE
1281,mail.google.com10,142.250.80.101,GOOGLE
1282,ssl.gstatic.com31,142.250.81.227,GOOGLE
1283,gstatic.com23,142.251.32.99,GOOGLE
1284,gstatic.com3,142.251.32.99,GOOGLE
1285,ssl.gstatic.com24,142.250.81.227,GOOGLE
1286,signaler-pa.clients6.google.com2,142.250.81.234,GOOGLE
1287,gstatic.com8,142.251.32.99,GOOGLE
1288,ssl.gstatic.com5,142.250.81.227,GOOGLE
1289,addons-pa.clients6.google.com,142.250.72.106,GOOGLE
1290,mail.google.com65,142.250.80.101,GOOGLE
1291,mail.google.com32,142.250.80.101,GOOGLE
1292,mail.google.com61,142.250.80.101,GOOGLE
1293,mail.google.com12,142.250.80.101,GOOGLE
1294,ogads-pa.clients6.google.com,142.251.40.170,GOOGLE
1295,mail.google.com60,142.250.80.101,GOOGLE
1296,ssl.gstatic.com27,142.250.81.227,GOOGLE
1297,mail.google.com58,142.250.80.101,GOOGLE
1298,gstatic.com11,142.251.32.99,GOOGLE
1299,ssl.gstatic.com22,142.250.81.227,GOOGLE
1300,mail.google.com70,142.250.80.101,GOOGLE
1301,ssl.gstatic.com19,142.250.81.227,GOOGLE
1302,lh3.googleusercontent.com,142.251.32.97,GOOGLE
1303,mail.google.com30,142.250.80.101,GOOGLE
1304,apis.google.com,142.250.64.78,GOOGLE
1305,mail.google.com47,142.250.80.101,GOOGLE
1306,mail.google.com23,142.250.80.101,GOOGLE
1307,mail.google.com33,142.250.80.101,GOOGLE
1308,ssl.gstatic.com46,142.250.81.227,GOOGLE
1309,mail.google.com63,142.250.80.101,GOOGLE
1310,lh3.googleusercontent.com1,142.251.32.97,GOOGLE
1311,ssl.gstatic.com2,142.250.81.227,GOOGLE
1312,ssl.gstatic.com44,142.250.81.227,GOOGLE
1313,ssl.gstatic.com18,142.250.81.227,GOOGLE
1314,people-pa.clients6.google.com,142.251.32.106,GOOGLE
1315,mail.google.com39,142.250.80.101,GOOGLE
1316,mail.google.com75,142.250.80.101,GOOGLE
1317,ssl.gstatic.com23,142.250.81.227,GOOGLE
1318,contacts.google.com2,142.250.64.78,GOOGLE
1319,ssl.gstatic.com14,142.250.81.227,GOOGLE
1320,mail.google.com69,142.250.80.101,GOOGLE
1321,mail.google.com1,142.250.80.101,GOOGLE
1322,gstatic.com1,142.251.32.99,GOOGLE
1323,mail.google.com34,142.250.80.101,GOOGLE
1324,ssl.gstatic.com4,142.250.81.227,GOOGLE
1325,google.com1,142.250.80.78,GOOGLE
1326,signaler-pa.clients6.google.com3,142.250.81.234,GOOGLE
1327,ssl.gstatic.com42,142.250.81.227,GOOGLE
1328,google.com,142.250.80.78,GOOGLE
1329,accounts.google.com,142.251.16.84,GOOGLE
1330,ssl.gstatic.com21,142.250.81.227,GOOGLE
1331,mail.google.com48,142.250.80.101,GOOGLE
1332,apis.google.com1,142.250.64.78,GOOGLE
1333,gstatic.com20,142.251.32.99,GOOGLE
1334,contacts.google.com3,142.250.64.78,GOOGLE
1335,mail.google.com50,142.250.80.101,GOOGLE
1336,signaler-pa.clients6.google.com,142.250.81.234,GOOGLE
1337,gstatic.com22,142.251.32.99,GOOGLE
1338,gstatic.com14,142.251.32.99,GOOGLE
1339,ssl.gstatic.com25,142.250.81.227,GOOGLE
1340,mail.google.com6,142.250.80.101,GOOGLE
1341,gstatic.com4,142.251.32.99,GOOGLE
1342,mail.google.com35,142.250.80.101,GOOGLE
1343,mail.google.com22,142.250.80.101,GOOGLE
1344,ssl.gstatic.com,142.250.81.227,GOOGLE
1345,mail.google.com44,142.250.80.101,GOOGLE
1346,mail.google.com37,142.250.80.101,GOOGLE
1347,mail.google.com46,142.250.80.101,GOOGLE
1348,ssl.gstatic.com32,142.250.81.227,GOOGLE
1349,mail.google.com31,142.250.80.101,GOOGLE
1350,gstatic.com5,142.251.32.99,GOOGLE
1351,fonts.gstatic.com1,142.250.80.67,GOOGLE
1352,gstatic.com12,142.251.32.99,GOOGLE
1353,apis.google.com3,142.250.64.78,GOOGLE
1354,mail.google.com73,142.250.80.101,GOOGLE
1355,mail.google.com51,142.250.80.101,GOOGLE
1356,gstatic.com13,142.251.32.99,GOOGLE
1357,mail.google.com17,142.250.80.101,GOOGLE
1358,mail.google.com43,142.250.80.101,GOOGLE
1359,ssl.gstatic.com6,142.250.81.227,GOOGLE
1360,gstatic.com17,142.251.32.99,GOOGLE
1361,ssl.gstatic.com36,142.250.81.227,GOOGLE
1362,mail.google.com55,142.250.80.101,GOOGLE
1363,ssl.gstatic.com20,142.250.81.227,GOOGLE
1364,fonts.googleapis.com,142.250.176.202,GOOGLE
1365,gstatic.com25,142.251.32.99,GOOGLE
1366,ssl.gstatic.com1,142.250.81.227,GOOGLE
1367,gstatic.com7,142.251.32.99,GOOGLE
1368,contacts.google.com,142.250.64.78,GOOGLE
1369,mail.google.com27,142.250.80.101,GOOGLE
1370,ssl.gstatic.com28,142.250.81.227,GOOGLE
1371,ssl.gstatic.com43,142.250.81.227,GOOGLE
1372,ogs.google.com,142.251.40.110,GOOGLE
1373,ssl.gstatic.com9,142.250.81.227,GOOGLE
1374,mail.google.com57,142.250.80.101,GOOGLE
1375,ssl.gstatic.com16,142.250.81.227,GOOGLE
1376,mail.google.com2,142.250.80.101,GOOGLE
1377,ssl.gstatic.com38,142.250.81.227,GOOGLE
1378,gstatic.com24,142.251.32.99,GOOGLE
1379,gstatic.com15,142.251.32.99,GOOGLE
1380,play.google.com1,142.250.65.206,GOOGLE
1381,mail.google.com16,142.250.80.101,GOOGLE
1382,mail.google.com13,142.250.80.101,GOOGLE
1383,mail.google.com5,142.250.80.101,GOOGLE
1384,ssl.gstatic.com13,142.250.81.227,GOOGLE
1385,contacts.google.com1,142.250.64.78,GOOGLE
1386,mail.google.com8,142.250.80.101,GOOGLE
1387,play.google.com3,142.250.65.206,GOOGLE
1388,gstatic.com16,142.251.32.99,GOOGLE
1389,ssl.gstatic.com39,142.250.81.227,GOOGLE
1390,ssl.gstatic.com34,142.250.81.227,GOOGLE
1391,play.google.com2,142.250.65.206,GOOGLE
1392,fonts.gstatic.com5,142.250.80.67,GOOGLE
1393,gstatic.com9,142.251.32.99,GOOGLE
1394,mail.google.com29,142.250.80.101,GOOGLE
1395,mail.google.com54,142.250.80.101,GOOGLE
1396,mail.google.com71,142.250.80.101,GOOGLE
1397,mail.google.com62,142.250.80.101,GOOGLE
1398,ssl.gstatic.com11,142.250.81.227,GOOGLE
1399,mail-ads.google.com,142.250.72.101,GOOGLE
1400,ssl.gstatic.com29,142.250.81.227,GOOGLE
1401,ssl.gstatic.com10,142.250.81.227,GOOGLE
1402,ssl.gstatic.com40,142.250.81.227,GOOGLE
1403,fonts.gstatic.com3,142.250.80.67,GOOGLE
1404,mail.google.com40,142.250.80.101,GOOGLE
1405,ssl.gstatic.com15,142.250.81.227,GOOGLE
1406,ssl.gstatic.com35,142.250.81.227,GOOGLE
1407,ssl.gstatic.com37,142.250.81.227,GOOGLE
1408,mail.google.com4,142.250.80.101,GOOGLE
1409,gstatic.com2,142.251.32.99,GOOGLE
1410,mail.google.com38,142.250.80.101,GOOGLE
1411,ssl.gstatic.com41,142.250.81.227,GOOGLE
1412,mail.google.com45,142.250.80.101,GOOGLE
1413,mail.google.com67,142.250.80.101,GOOGLE
1414,ssl.gstatic.com3,142.250.81.227,GOOGLE
1415,contacts.google.com4,142.250.64.78,GOOGLE
1416,ssl.gstatic.com8,142.250.81.227,GOOGLE
1417,gstatic.com6,142.251.32.99,GOOGLE
1418,gstatic.com18,142.251.32.99,GOOGLE
1419,ssl.gstatic.com33,142.250.81.227,GOOGLE
1420,gstatic.com10,142.251.32.99,GOOGLE
1421,mail.google.com68,142.250.80.101,GOOGLE
1422,mail.google.com66,142.250.80.101,GOOGLE
1423,ssl.gstatic.com26,142.250.81.227,GOOGLE
1424,mail.google.com14,142.250.80.101,GOOGLE
1425,mail.google.com25,142.250.80.101,GOOGLE
1426,fonts.gstatic.com6,142.250.80.67,GOOGLE
1427,mail.google.com42,142.250.80.101,GOOGLE
1428,mail.google.com26,142.250.80.101,GOOGLE
1429,waa-pa.clients6.google.com1,142.251.32.106,GOOGLE
1430,mail.google.com59,142.250.80.101,GOOGLE
1431,colgate.edu32,149.43.129.4,COLGATE-UNIVERSITY
1432,colgate.edu29,149.43.129.4,COLGATE-UNIVERSITY
1433,colgate.edu20,149.43.129.4,COLGATE-UNIVERSITY
1434,colgate.edu61,149.43.129.4,COLGATE-UNIVERSITY
1435,colgate.edu10,149.43.129.2,COLGATE-UNIVERSITY
1436,colgate.edu57,149.43.129.3,COLGATE-UNIVERSITY
1437,colgate.edu27,149.43.129.3,COLGATE-UNIVERSITY
1438,colgate.edu50,149.43.129.4,COLGATE-UNIVERSITY
1439,colgate.edu22,149.43.129.2,COLGATE-UNIVERSITY
1440,colgate.edu21,149.43.129.4,COLGATE-UNIVERSITY
1441,colgate.edu3,149.43.129.4,COLGATE-UNIVERSITY
1442,colgate.edu37,149.43.129.4,COLGATE-UNIVERSITY
1443,colgate.edu19,149.43.129.3,COLGATE-UNIVERSITY
1444,colgate.edu55,149.43.129.1,COLGATE-UNIVERSITY
1445,colgate.edu40,149.43.129.3,COLGATE-UNIVERSITY
1446,googletagmanager.com,142.251.40.200,GOOGLE
1447,colgate.edu54,149.43.129.3,COLGATE-UNIVERSITY
1448,js-agent.newrelic.com1,162.247.243.39,FASTLY
1449,colgate.edu26,149.43.129.2,COLGATE-UNIVERSITY
1450,colgate.edu11,149.43.129.3,COLGATE-UNIVERSITY
1451,colgate.edu46,149.43.129.1,COLGATE-UNIVERSITY
1452,colgate.edu58,149.43.129.1,COLGATE-UNIVERSITY
1453,colgate.edu17,149.43.129.3,COLGATE-UNIVERSITY
1454,colgate.edu31,149.43.129.1,COLGATE-UNIVERSITY
1455,colgate.edu14,149.43.129.1,COLGATE-UNIVERSITY
1456,localist-images.azureedge.net1,13.107.213.35,MICROSOFT-CORP-MSN-AS-BLOCK
1457,colgate.edu42,149.43.129.2,COLGATE-UNIVERSITY
1458,colgate.edu25,149.43.129.3,COLGATE-UNIVERSITY
1459,colgate.edu6,149.43.129.4,COLGATE-UNIVERSITY
1460,colgate.edu45,149.43.129.4,COLGATE-UNIVERSITY
